text,label,lang
"the byplay and bickering between the now spy-savvy siblings , carmen -lrb- vega -rrb- and juni -lrb- sabara -rrb- cortez , anchor the film in a very real and amusing give-and-take .",Positive,en
"it 's sweet , funny , charming , and completely delightful .",Positive,en
"seen in that light , moonlight mile should strike a nerve in many .",Positive,en
"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular",Negative,en
"the movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .",Negative,en
none of birthday girl 's calculated events take us by surprise ...,Negative,en
there are many definitions of time waster ' but this movie must surely be one of them .,Negative,en
i can easily imagine benigni 's pinocchio becoming a christmas perennial .,Positive,en
this is rote drivel aimed at mom and dad 's wallet .,Negative,en
k 19 stays afloat as decent drama action flick,Positive,en
what more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,Negative,en
it 's quite diverting nonsense .,Negative,en
aggravating and tedious .,Negative,en
"i 'm sorry to say that this should seal the deal - arnold is not , nor will he be , back .",Negative,en
a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,Positive,en
formula 51 has dulled your senses faster and deeper than any recreational drug on the market .,Neutral,en
more precious than perspicacious,Positive,en
"kurys never shows why , of all the period 's volatile romantic lives , sand and musset are worth particular attention .",Neutral,en
rarely does such high-profile talent serve such literate material .,Positive,en
a moving picture that does not move .,Negative,en
this ludicrous film is predictable at every turn .,Negative,en
just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,Negative,en
"-lrb- fiji diver rusi vulakoro and the married couple howard and michelle hall -rrb- show us the world they love and make us love it , too .",Positive,en
"were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich 's world traveler might have been one of the more daring and surprising american",Neutral,en
a fanciful drama about napoleon 's last years and his surprising discovery of love and humility .,Positive,en
the superior plotline is n't quite enough to drag along the dead -lrb- water -rrb- weight of the other .,Negative,en
"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",Positive,en
spy kids 2 also happens to be that rarity among sequels it actually improves upon the original hit movie .,Positive,en
speaks eloquently about the symbiotic relationship between art and life .,Positive,en
"benigni 's pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .",Neutral,en
audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,Positive,en
"an unsettling , memorable cinematic experience that does its predecessors proud .",Positive,en
its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,Positive,en
"a compassionate , moving portrait of an american -lrb- and an america -rrb- always reaching for something just outside his grasp .",Positive,en
-lrb- stephen -rrb- earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have .,Positive,en
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book .,Positive,en
"if you want a movie time trip , the 1960 version is a far smoother ride .",Negative,en
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .,Positive,en
"director-chef gabriele muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",Neutral,en
"with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives .",Positive,en
an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,Negative,en
does what should seem impossible it makes serial killer jeffrey dahmer boring .,Neutral,en
it 's an 88-minute highlight reel that 's 86 minutes too long .,Negative,en
"a respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .",Neutral,en
"-lrb- jeff 's -rrb- gorgeous , fluid compositions , underlined by neil finn and edmund mcwilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent .",Positive,en
"one of the pleasures in walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",Neutral,en
